customer_id,monthly_charges,prev_monthly_charges,tickets_7d,tickets_30d,tickets_90d,avg_sentiment,category_billing,category_technical,category_general,days_since_last_ticket,contract_type,tenure_months,churn
CUST_0318,44.55,62.18,1,7,8,-0.12,5,3,0,36,One year,36,0
CUST_0319,56.275000000000006,61.1,1,3,9,-0.315,1,1,0,1,Month-to-month,48,1
CUST_0320,93.65,110.76,0,6,13,-0.795,6,1,0,33,Two year,29,1
CUST_0321,114.32499999999999,91.4,2,4,5,-0.326,2,6,2,33,One year,41,0
CUST_0322,107.52499999999999,80.79,1,7,8,-0.863,1,5,1,57,Two year,32,1
CUST_0323,59.987500000000004,50.94,4,4,7,0.606,2,2,0,72,One year,5,0
CUST_0324,144.36249999999998,102.38,1,6,9,0.614,2,2,1,60,Two year,17,0
CUST_0325,117.23750000000001,115.51,2,4,11,-0.166,2,2,0,53,One year,24,0
CUST_0326,94.3,102.12,0,8,3,-0.481,2,3,3,66,One year,6,1
CUST_0327,101.4625,20.16,1,4,11,-0.764,1,4,1,29,Month-to-month,28,1
CUST_0328,77.45,83.64,0,2,9,0.702,2,0,4,82,Two year,20,0
CUST_0329,55.962500000000006,25.11,1,4,5,0.755,1,4,1,79,Month-to-month,19,1
CUST_0330,69.5,45.76,1,5,6,-0.467,3,5,1,58,Two year,8,0
CUST_0331,119.725,25.95,0,4,6,0.244,3,2,1,57,Two year,18,1
CUST_0332,26.8,80.38,2,6,4,-0.483,2,3,1,23,Month-to-month,37,1
CUST_0333,39.5125,88.66,2,4,3,-0.55,2,2,1,14,One year,61,1
CUST_0334,30.75,31.45,2,4,7,-0.958,4,1,1,21,Two year,45,1
CUST_0335,30.0875,58.38,1,6,2,0.154,3,2,1,31,One year,38,0
CUST_0336,131.9375,65.62,3,3,9,-0.7,1,3,1,74,Two year,2,1
CUST_0337,112.9625,56.91,2,3,6,-0.975,0,3,2,41,Month-to-month,55,0
CUST_0338,84.275,32.1,1,6,4,-0.79,1,4,0,58,One year,15,1
CUST_0339,37.225,61.89,0,5,12,-0.372,1,4,2,87,Month-to-month,59,1
CUST_0340,86.44999999999999,95.12,3,10,4,0.338,4,6,0,82,Two year,5,1
CUST_0341,84.1875,27.1,0,3,7,-0.595,1,1,0,54,Month-to-month,20,1
CUST_0342,46.65,28.02,1,6,9,0.775,5,5,1,4,Two year,12,0
CUST_0343,79.2375,55.48,1,4,6,-0.423,1,5,2,40,One year,57,0
CUST_0344,74.8125,114.17,0,4,8,-0.338,0,3,2,56,One year,68,0
CUST_0345,101.98750000000001,86.86,0,5,7,-0.564,1,6,0,52,Month-to-month,19,1
CUST_0346,104.3875,87.87,2,6,8,-0.492,0,7,1,37,Month-to-month,27,1
CUST_0347,30.6625,56.19,0,5,9,-0.852,6,4,3,0,One year,53,1
CUST_0348,71.825,79.37,0,6,8,-0.41,1,3,2,59,Month-to-month,42,1
CUST_0349,103.23750000000001,21.01,1,7,8,0.719,6,5,0,75,Month-to-month,45,1
CUST_0350,87.8875,83.61,2,7,8,0.377,1,3,1,45,One year,68,0
CUST_0351,132.0625,111.33,0,4,8,0.751,0,6,1,3,Two year,68,0
CUST_0352,107.3375,81.26,1,7,7,-0.79,2,1,2,14,Month-to-month,24,1
CUST_0353,45.3625,107.37,0,5,12,-0.089,3,1,1,80,Month-to-month,36,1
CUST_0354,33.824999999999996,92.4,2,7,10,-0.541,3,2,2,11,One year,5,1
CUST_0355,105.3,32.06,1,5,4,0.442,2,3,2,0,Two year,27,1
CUST_0356,28.3125,110.25,0,8,10,0.94,2,4,3,76,Two year,37,1
CUST_0357,98.225,26.64,2,3,9,0.631,0,3,0,29,Month-to-month,27,1
CUST_0358,142.525,73.4,1,3,7,-0.929,0,4,0,73,Month-to-month,47,1
CUST_0359,96.9375,34.21,2,6,8,-0.367,1,2,0,5,Two year,64,1
CUST_0360,73.525,21.17,2,5,12,-0.943,2,0,2,72,Month-to-month,6,0
CUST_0361,105.4125,62.2,1,9,4,-0.92,3,2,0,49,Two year,56,1
CUST_0362,82.2875,49.5,0,4,6,-0.841,3,3,0,1,Month-to-month,14,1
CUST_0363,93.2,68.6,0,2,9,-0.447,2,2,2,5,Month-to-month,22,1
CUST_0364,142.6875,77.72,1,4,10,-0.392,0,3,3,74,One year,55,1
CUST_0365,73.2625,24.37,0,5,17,-0.199,3,3,0,89,Two year,52,1
CUST_0366,145.15,32.3,3,4,9,-0.19,1,4,0,76,Two year,56,1
CUST_0367,138.175,75.86,0,5,7,0.543,2,0,0,37,Month-to-month,6,1
CUST_0368,49.474999999999994,54.32,0,5,4,-0.717,0,3,0,75,One year,20,1
CUST_0369,33.675000000000004,92.92,2,3,13,-0.685,1,4,0,82,Two year,54,1
CUST_0370,37.599999999999994,85.23,0,6,7,0.253,0,3,2,17,Month-to-month,2,1
CUST_0371,27.275,104.56,1,6,8,0.143,3,4,4,18,Month-to-month,30,1
CUST_0372,36.800000000000004,89.25,1,6,7,-0.692,2,4,4,27,One year,54,1
CUST_0373,110.375,62.99,1,5,9,0.705,5,1,3,11,Two year,4,1
CUST_0374,33.9,87.3,0,4,8,-0.342,1,2,2,51,Two year,71,0
CUST_0375,64.875,47.54,1,4,12,-0.266,0,2,1,76,Month-to-month,47,1
CUST_0376,130.61249999999998,50.63,0,4,9,-0.159,4,2,1,86,Month-to-month,19,1
CUST_0377,27.912499999999998,98.9,0,2,7,-0.355,1,4,1,57,One year,42,0
CUST_0378,126.8125,64.64,0,6,8,0.115,4,1,0,21,Two year,42,1
CUST_0379,60.2375,99.84,1,4,9,-0.223,4,4,1,44,Two year,51,0
CUST_0380,39.775,102.24,0,6,6,-0.481,3,0,0,61,One year,3,0
CUST_0381,112.0875,105.76,1,4,8,0.809,1,5,1,41,Two year,37,0
CUST_0382,103.6125,111.66,3,9,4,-0.383,0,4,1,66,One year,22,0
CUST_0383,134.6875,63.1,1,7,9,0.397,0,3,3,8,Two year,33,1
CUST_0384,116.8875,51.89,3,5,6,-0.306,1,0,0,63,One year,49,1
CUST_0385,125.4375,78.22,0,3,3,-0.13,2,2,3,14,One year,54,1
CUST_0386,60.25,57.12,3,6,8,-0.528,4,0,1,29,Month-to-month,62,1
CUST_0387,47.175000000000004,80.11,1,3,12,0.505,1,2,0,25,Two year,35,0
CUST_0388,118.825,90.56,0,4,4,0.474,3,4,2,68,Month-to-month,29,1
CUST_0389,125.85000000000001,88.84,1,4,11,-0.956,4,2,0,21,One year,66,1
CUST_0390,148.8125,57.46,1,6,13,-0.88,2,3,0,53,One year,50,1
CUST_0391,76.575,36.69,1,7,7,0.845,1,1,2,57,One year,14,1
CUST_0392,71.5,63.05,0,4,10,0.778,2,2,1,78,Two year,48,0
CUST_0393,122.05,34.26,0,4,6,0.012,1,2,1,52,Month-to-month,44,1
CUST_0394,67.6,109.01,0,4,5,-0.013,1,2,0,18,One year,1,0
CUST_0395,141.35,54.59,0,5,11,0.625,1,1,0,33,Two year,28,1
CUST_0396,132.3,35.45,0,6,8,-0.723,0,2,0,81,One year,3,1
CUST_0397,78.625,22.54,1,3,8,0.307,2,4,1,13,One year,71,1
CUST_0398,118.86250000000001,84.58,1,6,8,-0.048,1,4,0,21,One year,48,0
CUST_0399,119.3125,83.69,3,7,8,0.487,0,4,0,87,One year,32,0
CUST_0400,37.887499999999996,54.06,0,3,5,-0.94,2,5,0,12,Month-to-month,9,1
CUST_0401,137.82500000000002,27.17,1,4,10,0.185,4,2,0,63,One year,57,1
CUST_0402,88.1625,60.96,0,5,8,0.113,4,1,0,55,One year,46,0
CUST_0403,128.3125,51.12,0,3,9,0.682,1,4,3,71,Month-to-month,58,1
CUST_0404,65.0,87.71,0,5,9,0.354,1,2,2,41,Month-to-month,56,1
CUST_0405,136.9375,80.58,0,6,4,0.76,1,3,2,65,One year,15,1
CUST_0406,73.65,56.46,1,6,10,0.775,3,0,0,62,Month-to-month,61,1
CUST_0407,26.349999999999998,41.79,1,5,7,-0.184,4,2,0,41,Month-to-month,16,1
CUST_0408,138.175,118.8,0,7,8,-0.725,2,3,2,33,Month-to-month,46,1
CUST_0409,36.4125,65.4,1,3,4,0.261,3,1,1,28,Month-to-month,71,1
CUST_0410,64.9125,88.83,2,6,12,0.747,4,0,1,25,One year,35,0
CUST_0411,143.76250000000002,34.06,1,4,4,-0.85,3,3,1,22,Two year,66,1
CUST_0412,143.825,68.56,1,3,5,0.116,5,6,1,35,Two year,57,1
CUST_0413,96.67500000000001,22.75,1,6,7,-0.77,4,3,1,8,One year,34,1
CUST_0414,103.97500000000001,70.55,3,5,12,-0.946,2,5,3,84,Two year,31,1
CUST_0415,81.05000000000001,116.4,2,4,11,0.359,2,4,1,41,Month-to-month,12,1
CUST_0416,61.65,58.42,0,4,11,0.364,1,2,1,66,Two year,65,0
CUST_0417,66.08749999999999,23.9,0,3,7,0.201,2,5,0,6,One year,47,1
CUST_0418,109.0625,23.1,1,4,9,0.718,1,1,1,22,Two year,65,1
CUST_0419,119.05,58.8,1,6,4,-0.838,0,1,3,31,One year,1,1
CUST_0420,123.94999999999999,36.0,1,6,9,-0.789,0,5,0,22,Two year,67,1
CUST_0421,123.69999999999999,22.34,0,8,9,0.729,3,3,2,15,Month-to-month,14,1
CUST_0422,36.4,95.62,2,3,12,0.007,1,2,1,68,Month-to-month,54,1
CUST_0423,86.8,65.85,1,6,13,-0.454,4,1,2,12,Month-to-month,10,1
CUST_0424,32.2,48.92,1,2,10,0.476,6,5,2,9,Two year,67,0
CUST_0425,93.6875,110.01,1,4,2,0.789,1,4,2,58,Two year,50,0
CUST_0426,80.1875,31.61,0,4,5,0.379,1,3,1,1,Two year,36,1
CUST_0427,135.9625,115.59,0,4,10,0.584,3,0,3,79,Month-to-month,11,1
CUST_0428,68.86250000000001,51.4,2,3,8,-0.435,3,1,1,51,Two year,3,0
CUST_0429,39.6375,108.84,0,5,4,-0.422,3,2,0,0,Two year,39,0
CUST_0430,42.875,80.29,0,7,11,0.728,2,9,0,69,One year,10,1
CUST_0431,120.1875,102.67,2,3,7,0.23,3,1,0,53,Month-to-month,51,1
CUST_0432,102.27499999999999,118.4,1,4,3,-0.532,2,2,0,18,Two year,32,1
CUST_0433,37.6375,48.84,2,7,7,0.048,1,3,1,27,One year,52,0
CUST_0434,35.5125,116.11,0,4,9,0.372,1,4,0,4,One year,47,0
CUST_0435,112.625,58.95,1,4,10,-0.563,4,1,0,75,One year,13,1
CUST_0436,34.1,58.55,0,6,8,0.31,3,2,1,29,Month-to-month,67,1
CUST_0437,127.7375,54.04,5,4,12,-0.916,3,3,0,80,One year,53,1
CUST_0438,113.275,74.14,0,4,10,-0.393,2,3,1,18,Month-to-month,53,1
CUST_0439,35.1625,35.41,0,5,10,0.348,0,6,1,41,One year,15,0
CUST_0440,35.6,75.37,1,6,9,-0.701,2,5,0,24,Two year,53,1
CUST_0441,148.325,74.17,0,6,9,-0.556,0,3,0,34,Month-to-month,42,1
CUST_0442,71.7875,96.19,2,6,8,0.758,3,1,0,8,Month-to-month,29,1
CUST_0443,71.325,103.36,0,7,5,0.349,5,2,1,38,Two year,47,0
CUST_0444,126.6,64.04,0,4,9,-0.002,5,2,2,55,One year,30,1
CUST_0445,143.4,50.23,0,2,5,-0.578,1,2,2,37,Month-to-month,14,1
CUST_0446,148.25,45.93,0,5,6,-0.317,2,2,2,14,Month-to-month,59,0
CUST_0447,119.17500000000001,39.46,2,5,8,0.149,1,6,2,45,Month-to-month,64,1
CUST_0448,72.03750000000001,25.76,0,4,6,-0.689,1,4,1,36,Month-to-month,44,1
CUST_0449,35.4375,54.24,1,5,14,-0.037,2,3,3,89,Month-to-month,14,1
CUST_0450,122.13749999999999,47.02,2,7,10,-0.182,5,2,1,59,Two year,25,1
CUST_0451,94.80000000000001,116.64,0,3,9,-0.047,2,1,1,61,Month-to-month,44,1
CUST_0452,78.025,75.77,1,4,10,-0.789,1,1,2,30,Month-to-month,61,1
CUST_0453,138.3,54.73,1,6,7,-0.787,0,4,0,29,Two year,2,1
CUST_0454,38.9,78.05,1,4,12,0.928,1,5,1,65,One year,43,0
CUST_0455,86.575,33.92,0,2,9,0.959,3,4,1,6,Month-to-month,9,1
CUST_0456,26.425,64.4,1,7,5,-0.148,2,1,1,29,Two year,61,0
CUST_0457,83.5875,82.62,1,2,6,0.578,2,4,3,32,Two year,67,0
CUST_0458,32.0375,68.89,0,4,9,0.312,2,2,0,37,One year,24,0
CUST_0459,39.85,60.18,0,5,7,-0.766,2,4,0,83,Month-to-month,65,1
CUST_0460,39.6875,119.38,0,4,11,-0.407,2,1,2,18,Month-to-month,38,0
CUST_0461,106.15,108.03,1,8,4,-0.373,1,2,2,8,One year,70,1
CUST_0462,118.25,82.34,1,7,8,0.192,0,4,1,85,Two year,5,0
CUST_0463,97.92500000000001,76.94,0,5,4,0.16,4,1,2,31,Two year,68,0
CUST_0464,145.275,82.07,1,6,9,0.847,4,3,2,29,Two year,67,1
CUST_0465,71.8625,40.13,1,7,9,0.58,2,3,1,5,One year,30,1
CUST_0466,60.7125,59.51,2,4,7,0.714,2,7,2,60,One year,62,0
CUST_0467,133.575,23.95,1,4,9,0.782,2,4,1,80,Two year,7,1
CUST_0468,52.95,67.55,0,6,7,0.603,0,3,1,36,Month-to-month,51,1
CUST_0469,145.39999999999998,74.3,0,6,12,-0.334,2,1,0,78,Month-to-month,32,1
CUST_0470,26.525,42.77,1,9,11,-0.57,0,3,0,70,Two year,26,1
CUST_0471,146.23749999999998,116.4,1,8,7,0.144,2,2,0,77,Month-to-month,43,0
CUST_0472,30.4,110.95,0,6,9,0.379,1,3,0,19,Two year,62,0
CUST_0473,136.3875,92.21,4,5,11,-0.227,2,3,1,29,Two year,31,0
CUST_0474,90.96249999999999,73.34,0,7,9,0.697,3,2,0,17,Month-to-month,23,1
CUST_0475,149.125,107.0,1,4,8,0.921,1,5,2,62,Month-to-month,64,1
CUST_0476,34.225,33.07,2,8,4,0.139,3,3,0,60,One year,55,1
CUST_0477,94.2375,99.05,0,4,10,-0.087,2,0,1,56,Month-to-month,16,1
CUST_0478,146.16250000000002,32.48,2,8,10,0.686,6,2,1,21,Month-to-month,9,1
CUST_0479,90.3875,99.42,0,5,9,-0.951,4,2,3,88,Month-to-month,4,1
CUST_0480,103.675,47.58,3,4,11,-0.742,2,1,1,87,Month-to-month,39,1
CUST_0481,111.96249999999999,107.71,0,7,8,0.691,1,3,1,48,Two year,44,0
CUST_0482,81.8125,114.4,2,5,9,0.464,2,7,1,17,Month-to-month,41,1
CUST_0483,103.45,34.88,3,4,10,-0.168,7,1,2,60,Two year,13,1
CUST_0484,98.03750000000001,66.27,2,4,4,0.778,3,6,2,81,Two year,12,0
CUST_0485,137.65,118.1,0,3,11,-0.297,4,6,0,77,One year,24,0
CUST_0486,30.674999999999997,68.34,1,6,12,0.268,1,3,2,67,Two year,48,0
CUST_0487,60.125,106.35,1,4,8,0.269,5,2,3,6,Month-to-month,32,1
CUST_0488,143.8,78.87,0,5,7,-0.631,2,1,1,6,One year,38,1
CUST_0489,136.2875,57.53,1,4,5,-0.43,3,5,0,64,One year,66,1
CUST_0490,81.96249999999999,48.58,2,5,10,0.832,2,3,1,39,One year,54,0
CUST_0491,102.5125,40.32,0,4,8,-0.633,2,1,2,23,Two year,21,1
CUST_0492,59.675000000000004,96.18,1,2,6,-0.653,0,3,2,31,Two year,31,1
CUST_0493,48.5125,58.65,0,4,4,-0.041,4,3,2,9,Two year,64,0
CUST_0494,82.9625,71.13,3,5,10,-0.816,1,6,2,8,One year,52,1
CUST_0495,69.17500000000001,69.23,2,3,6,0.789,0,3,0,38,Two year,35,0
CUST_0496,97.9625,77.73,1,4,7,-0.8,3,3,0,2,Two year,16,1
CUST_0497,34.7125,106.56,1,5,7,0.233,1,1,1,68,One year,40,0
CUST_0498,146.8,118.07,0,3,11,-0.32,2,1,1,6,One year,38,0
CUST_0499,148.275,60.76,0,6,11,0.609,0,2,1,11,Month-to-month,57,1
CUST_0500,112.27499999999999,102.75,0,3,5,0.18,1,6,2,22,One year,3,0
CUST_0501,92.0125,96.45,1,7,6,-0.223,1,5,2,88,One year,37,0
CUST_0502,63.6875,77.35,2,3,6,0.968,1,1,3,62,One year,2,0
CUST_0503,126.725,115.6,0,3,7,-0.868,2,2,1,16,Month-to-month,3,1
CUST_0504,110.5875,40.05,2,7,8,0.156,2,2,1,77,Month-to-month,47,1
CUST_0505,45.324999999999996,30.93,3,2,7,0.979,3,2,2,63,Month-to-month,27,1
CUST_0506,138.8625,105.4,1,4,9,0.382,1,3,1,64,One year,63,0
CUST_0507,127.8125,63.91,1,4,9,0.48,2,2,1,85,Month-to-month,38,1
CUST_0508,143.725,104.7,0,6,9,-0.936,6,1,0,27,One year,44,1
CUST_0509,115.71249999999999,109.31,2,4,11,-0.957,1,5,1,57,Two year,8,1
CUST_0510,101.67500000000001,26.25,2,6,14,-0.928,0,2,0,86,Month-to-month,23,1
CUST_0511,77.275,108.35,1,7,7,0.983,2,3,3,17,Two year,6,0
CUST_0512,141.5875,64.83,2,4,5,0.959,2,0,0,43,One year,25,1
CUST_0513,133.2625,71.04,1,5,9,-0.331,8,3,0,63,Two year,59,1
CUST_0514,30.65,82.66,2,6,11,-0.418,4,5,1,36,Month-to-month,57,1
CUST_0515,28.3,112.64,0,7,7,-0.708,1,2,1,2,Month-to-month,58,1
CUST_0516,72.0625,21.91,0,4,5,-0.342,4,5,1,13,One year,16,1
CUST_0517,126.325,67.68,0,6,14,-0.26,4,7,0,6,Month-to-month,26,1
CUST_0518,148.4125,88.77,0,6,14,0.497,2,2,1,16,Two year,47,1
CUST_0519,43.8,92.27,2,4,9,0.733,3,6,2,69,Two year,40,0
CUST_0520,99.26249999999999,89.25,2,5,12,0.493,1,4,0,82,Month-to-month,19,1
CUST_0521,72.61250000000001,33.44,2,2,10,0.293,1,4,3,78,Month-to-month,44,1
CUST_0522,146.23749999999998,49.94,0,9,12,0.532,3,1,2,38,One year,26,0
CUST_0523,130.2625,55.87,1,2,8,0.477,2,4,1,4,Two year,52,0
CUST_0524,129.7875,100.44,0,2,10,-0.049,3,2,1,78,Month-to-month,37,1
CUST_0525,83.5875,47.88,1,3,8,-0.328,1,8,2,51,Two year,47,0
CUST_0526,76.85,41.07,1,3,11,-0.434,3,3,0,25,One year,14,0
CUST_0527,59.175000000000004,115.74,1,2,9,0.359,4,5,2,38,Two year,26,0
CUST_0528,32.05,20.89,4,3,8,0.919,3,1,1,44,One year,47,0
CUST_0529,133.0875,119.78,0,7,14,0.162,1,5,0,76,Two year,13,0
CUST_0530,126.61250000000001,87.68,2,2,10,0.825,1,3,1,30,One year,11,0
CUST_0531,149.9625,102.85,1,8,7,-0.972,3,6,0,76,Month-to-month,2,0
CUST_0532,149.575,49.46,0,5,9,0.589,3,2,2,22,Month-to-month,30,1
CUST_0533,94.42500000000001,21.43,1,6,8,0.707,1,2,0,39,One year,24,1
CUST_0534,121.125,93.79,1,2,10,0.262,3,5,2,31,Two year,23,0
CUST_0535,143.1,103.41,0,9,10,0.868,1,4,2,3,Two year,70,1
CUST_0536,131.2,94.05,1,6,10,0.18,2,2,2,80,Two year,7,0
CUST_0537,55.912499999999994,34.29,1,2,6,-0.519,1,2,0,83,Month-to-month,47,1
CUST_0538,81.3125,95.34,1,4,12,-0.569,0,0,1,45,Month-to-month,10,1
CUST_0539,41.150000000000006,96.89,3,10,6,0.112,3,2,1,74,Two year,30,1
CUST_0540,144.2625,85.85,1,5,4,0.813,2,3,2,41,Month-to-month,48,1
CUST_0541,100.775,96.61,1,4,14,-0.855,6,3,1,38,Month-to-month,25,0
CUST_0542,53.575,104.59,1,5,13,0.209,0,3,1,69,Month-to-month,24,1
CUST_0543,108.9625,81.36,2,6,9,0.54,3,1,1,55,One year,12,0
CUST_0544,102.2625,28.86,0,3,10,-0.769,3,3,1,46,One year,71,1
CUST_0545,69.775,68.76,2,7,4,-0.766,5,4,0,37,Month-to-month,34,1
CUST_0546,39.2,27.76,0,3,8,-0.268,2,2,1,17,Month-to-month,3,1
CUST_0547,108.94999999999999,60.75,1,7,4,-0.452,1,4,0,1,Month-to-month,6,1
CUST_0548,90.0375,60.71,0,4,6,-0.603,2,3,1,53,Two year,59,1
CUST_0549,121.53750000000001,26.6,0,3,11,-0.603,5,6,1,80,One year,27,1
CUST_0550,90.02499999999999,54.88,1,2,5,-0.739,2,3,0,87,Two year,36,1
CUST_0551,131.525,31.1,0,4,11,0.222,1,4,0,29,Month-to-month,61,1
CUST_0552,93.9875,100.82,2,3,7,0.376,4,3,0,87,Month-to-month,71,1
CUST_0553,95.11250000000001,114.77,1,4,12,0.406,3,1,2,3,Two year,65,0
CUST_0554,134.5875,27.23,0,2,5,0.065,3,2,2,6,Month-to-month,5,1
CUST_0555,75.4375,115.51,0,5,3,0.906,1,2,2,78,One year,42,0
CUST_0556,41.75,72.26,1,8,8,0.761,1,3,1,56,One year,14,1
CUST_0557,28.599999999999998,49.96,0,4,9,0.915,0,5,0,29,Month-to-month,65,1
CUST_0558,119.3875,27.69,2,2,6,-0.222,2,2,1,43,One year,12,1
CUST_0559,102.5375,70.06,1,4,5,0.756,2,4,0,76,Month-to-month,2,1
CUST_0560,113.01249999999999,99.45,1,3,5,0.526,2,4,2,28,Month-to-month,14,1
CUST_0561,51.625,90.71,1,8,9,-0.32,3,3,0,89,Month-to-month,67,1
CUST_0562,42.05,25.02,0,6,7,-0.787,4,3,0,35,One year,67,1
CUST_0563,26.8125,27.29,0,3,6,0.365,1,6,0,47,Two year,14,0
CUST_0564,68.825,60.29,0,4,9,-0.727,5,4,3,18,One year,34,1
CUST_0565,98.7375,49.53,0,7,10,-0.412,3,2,4,62,One year,45,1
CUST_0566,74.025,43.24,5,4,6,0.001,2,3,1,1,Two year,9,0
CUST_0567,79.6875,48.1,0,5,8,0.36,2,0,2,13,One year,10,0
CUST_0568,138.025,100.35,1,4,6,0.852,1,4,2,79,Month-to-month,8,1
CUST_0569,68.5375,112.92,1,3,3,0.186,2,4,0,34,One year,29,0
CUST_0570,89.25,60.51,0,7,11,0.343,1,1,3,85,Month-to-month,61,1
CUST_0571,122.9625,110.61,0,5,5,-0.38,2,1,2,20,Month-to-month,54,1
CUST_0572,74.5625,52.15,1,5,7,0.375,2,6,3,16,One year,39,0
CUST_0573,102.76249999999999,67.64,2,4,13,-0.124,2,2,2,81,Two year,33,0
CUST_0574,132.79999999999998,42.6,1,7,7,0.714,1,1,1,31,One year,23,1
CUST_0575,143.6875,84.05,0,4,5,-0.215,1,2,0,22,One year,40,1
CUST_0576,43.3875,117.9,2,4,5,-0.063,3,3,0,5,One year,23,0
CUST_0577,140.825,80.35,0,4,3,-0.135,1,1,2,28,Month-to-month,59,1
CUST_0578,86.51249999999999,55.78,0,2,5,0.622,2,3,3,62,Month-to-month,50,1
CUST_0579,57.275,84.78,1,5,9,0.907,1,3,1,69,Two year,64,0
CUST_0580,82.38749999999999,32.29,1,7,7,-0.345,1,2,2,80,Two year,56,1
CUST_0581,147.5,108.87,2,4,10,-0.05,3,2,0,3,One year,43,0
CUST_0582,86.575,70.31,0,4,6,0.412,4,3,2,57,Two year,58,0
CUST_0583,66.10000000000001,64.93,2,6,10,0.791,1,6,1,30,One year,12,0
CUST_0584,104.17500000000001,78.59,3,7,11,-0.013,1,3,3,21,Month-to-month,36,1
CUST_0585,55.012499999999996,82.48,0,6,8,-0.782,2,4,1,26,One year,6,1
CUST_0586,34.4875,27.18,0,4,11,-0.263,1,3,0,84,One year,32,0
CUST_0587,41.1125,88.26,0,4,7,0.101,2,0,0,83,One year,65,0
CUST_0588,41.0,44.19,3,4,10,-0.165,6,2,0,86,One year,60,0
CUST_0589,43.9875,91.4,0,4,7,-0.627,1,4,1,15,Two year,54,1
CUST_0590,42.35,102.25,1,4,8,-0.926,0,1,0,5,One year,24,1
CUST_0591,105.11250000000001,100.4,0,5,9,0.375,1,4,1,79,Month-to-month,29,1
CUST_0592,47.7375,75.25,1,7,5,0.985,3,2,1,6,One year,8,0
CUST_0593,68.2125,72.02,0,5,7,0.838,1,4,1,13,Month-to-month,13,1
CUST_0594,137.10000000000002,34.29,1,5,13,0.367,1,2,0,2,Two year,63,1
CUST_0595,84.25,97.53,1,7,4,0.683,2,5,1,48,One year,25,0
CUST_0596,108.45,47.14,0,6,9,-0.489,1,2,3,35,Month-to-month,29,1
CUST_0597,46.537499999999994,69.67,0,3,9,0.245,2,5,2,28,One year,59,0
CUST_0598,49.037499999999994,48.43,1,4,7,-0.879,3,5,0,3,One year,61,1
CUST_0599,30.1125,33.38,1,3,9,0.414,3,1,0,39,Two year,26,0
CUST_0600,46.1125,82.96,0,7,8,0.94,0,2,0,40,Month-to-month,68,1
CUST_0601,59.825,25.43,1,2,6,0.722,2,2,2,21,Month-to-month,22,1
CUST_0602,47.125,94.86,1,7,7,0.069,3,2,0,78,Month-to-month,7,1
CUST_0603,36.0875,51.76,2,6,8,0.577,3,5,0,3,One year,57,0
CUST_0604,40.075,20.01,1,5,12,0.888,3,2,1,81,Two year,62,0
CUST_0605,82.6,71.11,4,5,2,-0.568,0,3,0,22,One year,18,1
CUST_0606,50.7875,24.69,1,5,8,0.587,2,4,0,3,Two year,10,0
CUST_0607,70.5375,47.62,0,3,6,-0.46,5,4,3,67,Two year,31,0
CUST_0608,87.92500000000001,90.7,3,3,5,0.754,3,3,0,17,Month-to-month,26,1
CUST_0609,111.30000000000001,26.27,2,4,6,-0.803,0,2,1,0,Two year,55,1
CUST_0610,29.9125,103.93,1,5,8,-0.644,0,6,1,31,Month-to-month,25,1
CUST_0611,124.925,20.38,0,5,12,0.441,3,2,0,20,One year,52,1
CUST_0612,103.48750000000001,44.68,4,5,7,-0.65,1,2,1,37,One year,18,1
CUST_0613,35.225,94.09,1,6,7,-0.684,1,2,0,25,Two year,24,1
CUST_0614,134.2,51.63,1,7,5,0.111,0,1,0,40,Month-to-month,15,1
CUST_0615,140.1125,30.19,1,4,7,0.67,1,1,1,48,Month-to-month,8,1
CUST_0616,32.6375,56.02,0,4,6,-0.463,2,4,2,84,One year,43,0
CUST_0617,59.6125,47.04,1,5,12,0.682,0,1,3,40,Two year,24,0
CUST_0618,125.775,104.27,1,4,11,0.616,2,1,1,58,Month-to-month,65,1
CUST_0619,118.5375,51.33,1,6,3,0.158,0,2,0,3,Month-to-month,26,1
CUST_0620,48.0625,98.89,0,7,12,0.293,2,4,0,12,Two year,26,0
CUST_0621,51.1625,109.19,0,6,2,-0.919,2,5,0,60,One year,66,1
CUST_0622,71.3125,63.38,1,6,10,-0.266,1,4,1,50,Month-to-month,40,1
CUST_0623,85.5625,110.99,0,7,8,-0.473,0,0,1,34,Month-to-month,14,1
CUST_0624,102.2875,57.73,1,4,5,-0.7,2,2,1,64,Two year,33,1
CUST_0625,71.1125,116.41,2,7,10,-0.221,2,3,0,48,Two year,57,0
CUST_0626,82.8125,28.93,2,3,7,-0.29,0,3,0,48,Month-to-month,39,1
CUST_0627,118.4375,88.7,1,4,4,0.458,3,4,0,13,Month-to-month,1,1
CUST_0628,29.587500000000002,69.38,1,5,13,0.196,2,1,0,36,Two year,37,0
CUST_0629,56.550000000000004,58.76,2,5,12,0.826,1,4,2,29,Two year,18,0
CUST_0630,114.1625,83.27,1,5,8,-0.709,2,2,3,13,Month-to-month,30,0
CUST_0631,136.9,90.39,1,4,12,-0.881,3,3,4,74,Two year,27,0
CUST_0632,88.9625,20.44,3,7,4,0.069,2,3,3,26,Month-to-month,60,1
CUST_0633,91.51249999999999,36.7,2,5,7,-0.998,5,2,2,61,Two year,49,1
CUST_0634,38.4,91.3,2,4,6,0.575,1,3,1,2,Month-to-month,30,1
CUST_0635,80.925,86.64,0,5,12,0.012,1,3,0,69,Month-to-month,45,1
